 producto | presentacion | marca | categoria | catalogo | precio | fecharegistro | cadenacomercial | giro | nombrecomercial | direccion | estado | municipio | latitud | longitud 
 zwan | 1 kg granel jamon tipo virginia preferente 14% proteinas de cerdo y pavo | s/m | carnes frias secas y embutidos | basicos |70| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 kir | 1 kg granel jamon de pavo ahumado preferente 14% proteinas | s/m | carnes frias secas y embutidos | basicos |1036| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 alpino | 1 kg granel jamon de pavo y cerdo tipo virginia comercial 12% proteinas | s/m | carnes frias secas y embutidos | basicos |699| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 san rafael real | 1 kg granel jamon de pierna fino 16% proteinas | s/m | carnes frias secas y embutidos | basicos |1246| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 ibero barcelona | 1 kg granel jamon de cerdo y pavo comercial 12% proteina | s/m | carnes frias secas y embutidos | basicos |588| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 san rafael | paquete 500 gr salchicha de pavo | s/m | carnes frias secas y embutidos | basicos |302| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 fud | 1 kg granel salchicha de pavo turkey line | s/m | carnes frias secas y embutidos | mercados |527| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 zwan | 1 kg granel salchicha cocktelera o cocktail | s/m | carnes frias secas y embutidos | mercados |562| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 san rafael | 1 kg granel chorizo estilo espanol | s/m | carnes frias secas y embutidos | basicos |835| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 zwan | 1 kg granel chorizo cantimpalo | s/m | carnes frias secas y embutidos | basicos |92| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 san rafael | paquete 340 gr tocino ahumado | s/m | carnes frias secas y embutidos | basicos |52| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 sardina | lata 425 gr en tomate | calmex | pescados y mariscos en conserva | basicos |199| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 atun | lata 170 gr en aceite | dolores | pescados y mariscos en conserva | mercados |995| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 camaron molido | paquete contenido variable kg molido | s/m | pescados y mariscos | basicos |575| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 fud | 1 kg granel pastel con  pimiento | s/m | carnes frias secas y embutidos | basicos |585| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 parma campestre | 1 kg granel queso de puerco | s/m | carnes frias secas y embutidos | basicos |7889| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 zwan | paquete 500 gr salchicha vienesa | s/m | carnes frias secas y embutidos | basicos |223| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 crema | vaso 200 ml | lala | derivados de leche | basicos |775| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 crema | 1 kg granel | s/m | derivados de leche | basicos |44| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 leche pasteurizada | entera envase 1 lt | alpura clasica | leche procesada | basicos |122| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 leche condensada | lata 100 gr | la lechera | leche procesada | mercados |602| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 leche en polvo | ni~nos bolsa 500 gr  (producto lacteo) | alpura kids | leche procesada | basicos |511| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 sardina | lata 425 gr en tomate | guaymex | pescados y mariscos en conserva | basicos |1455| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 leche ultrapasteurizada | semidescremada caja 1 lt | san marcos | leche procesada | basicos |127| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 yoghurt | vaso 120 gr con fresas | danone | derivados de leche | basicos |25| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 franja | 1 kg granel queso oaxaca | s/m | derivados de leche | basicos |889| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 los volcanes | 1 kg granel queso oaxaca | s/m | derivados de leche | basicos |1081| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 chalet | 1 kg granel queso manchego | s/m | derivados de leche | basicos |1185| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 esmeralda | 1 kg granel queso manchego | s/m | derivados de leche | basicos |103| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 limon | 1 kg con semilla | s/m | frutas frescas | frutas y legumbres |399| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 margarina | caja plastico 400 gr sin sal | primavera light | aceites y grasas veg comestibles | basicos |25| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 margarina | bote 454 gr con sal | i cant believe its not butter! | aceites y grasas veg comestibles | basicos |51| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 aceite | botella 1 lt mixto | patrona | aceites y grasas veg comestibles | basicos |2189| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 aceite | botella 1 lt maiz | la gloria | aceites y grasas veg comestibles | basicos |261| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 leche ultrapasteurizada | entera caja 1 lt | san marcos | leche procesada | basicos |127| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
 aceite de oliva | botella 750 ml extra virgen | carbonell | productos de temporada (navidedos) | basicos |936| 2011-01-10 00:00:00000 | comercial mexicana | tienda de autoservicio | comercial mexicana sucursal villas de la hacienda | av lago de guadalupe s/n esq de las villas | mexico | atizapan                                 |na|na
